Elapsed time,ECG
0:19.300,-15
0:19.302,-15
0:19.304,-15
0:19.306,-18
0:19.308,-17
0:19.310,-12
0:19.312,-9
0:19.314,-8
0:19.316,-9
0:19.318,-13
0:19.320,-12
0:19.322,-16
0:19.324,-19
0:19.326,-20
0:19.328,-15
0:19.330,-12
0:19.332,-13
0:19.334,-11
0:19.336,-12
0:19.338,-14
0:19.340,-17
0:19.342,-19
0:19.344,-18
0:19.346,-19
0:19.348,-16
0:19.350,-14
0:19.352,-14
0:19.354,-12
0:19.356,-12
0:19.358,-15
0:19.360,-17
0:19.362,-19
0:19.364,-20
0:19.366,-18
0:19.368,-14
0:19.370,-12
0:19.372,-13
0:19.374,-11
0:19.376,-13
0:19.378,-14
0:19.380,-16
0:19.382,-18
0:19.384,-20
0:19.386,-16
0:19.388,-16
0:19.390,-16
0:19.392,-14
0:19.394,-13
0:19.396,-12
0:19.398,-16
0:19.400,-17
0:19.402,-19
0:19.404,-20
0:19.406,-17
0:19.408,-15
0:19.410,-13
0:19.412,-11
0:19.414,-13
0:19.416,-13
0:19.418,-16
0:19.420,-19
0:19.422,-19
0:19.424,-20
0:19.426,-17
0:19.428,-14
0:19.430,-13
0:19.432,-14
0:19.434,-12
0:19.436,-11
0:19.438,-14
0:19.440,-14
0:19.442,-14
0:19.444,-14
0:19.446,-11
0:19.448,-7
0:19.450,-7
0:19.452,-7
0:19.454,-7
0:19.456,-7
0:19.458,-9
0:19.460,-10
0:19.462,-11
0:19.464,-13
0:19.466,-12
0:19.468,-9
0:19.470,-10
0:19.472,-6
0:19.474,-3
0:19.476,-4
0:19.478,-6
0:19.480,-4
0:19.482,-4
0:19.484,-5
0:19.486,-3
0:19.488,-2
0:19.490,-1
0:19.492,0
0:19.494,1
0:19.496,1
0:19.498,-3
0:19.500,-6
0:19.502,-6
0:19.504,-9
0:19.506,-7
0:19.508,-7
0:19.510,-7
0:19.512,-5
0:19.514,-6
0:19.516,-6
0:19.518,-11
0:19.520,-14
0:19.522,-14
0:19.524,-15
0:19.526,-16
0:19.528,-14
0:19.530,-12
0:19.532,-14
0:19.534,-13
0:19.536,-14
0:19.538,-15
0:19.540,-17
0:19.542,-18
0:19.544,-18
0:19.546,-15
0:19.548,-14
0:19.550,-13
0:19.552,-16
0:19.554,-15
0:19.556,-18
0:19.558,-19
0:19.560,-20
0:19.562,-23
0:19.564,-24
0:19.566,-21
0:19.568,-19
0:19.570,-17
0:19.572,-17
0:19.574,-13
0:19.576,-17
0:19.578,-18
0:19.580,-23
0:19.582,-22
0:19.584,-25
0:19.586,-23
0:19.588,-17
0:19.590,-20
0:19.592,-19
0:19.594,-17
0:19.596,-20
0:19.598,-19
0:19.600,-22
0:19.602,-23
0:19.604,-22
0:19.606,-19
0:19.608,-19
0:19.610,-21
0:19.612,-21
0:19.614,-23
0:19.616,-24
0:19.618,-29
0:19.620,-29
0:19.622,-28
0:19.624,-23
0:19.626,-12
0:19.628,-1
0:19.630,8
0:19.632,19
0:19.634,32
0:19.636,44
0:19.638,59
0:19.640,77
0:19.642,98
0:19.644,117
0:19.646,124
0:19.648,123
0:19.650,115
0:19.652,107
0:19.654,89
0:19.656,70
0:19.658,51
0:19.660,31
0:19.662,3
0:19.664,-20
0:19.666,-35
0:19.668,-37
0:19.670,-37
0:19.672,-32
0:19.674,-29
0:19.676,-27
0:19.678,-24
0:19.680,-19
0:19.682,-18
0:19.684,-16
0:19.686,-13
0:19.688,-11
0:19.690,-11
0:19.692,-10
0:19.694,-14
0:19.696,-15
0:19.698,-15
0:19.700,-18
0:19.702,-20
0:19.704,-17
0:19.706,-15
0:19.708,-14
0:19.710,-11
0:19.712,-10
0:19.714,-9
0:19.716,-11
0:19.718,-10
0:19.720,-12
0:19.722,-16
0:19.724,-15
0:19.726,-12
0:19.728,-10
0:19.730,-11
0:19.732,-8
0:19.734,-9
0:19.736,-8
0:19.738,-11
0:19.740,-12
0:19.742,-11
0:19.744,-10
0:19.746,-9
0:19.748,-6
0:19.750,-4
0:19.752,-3
0:19.754,-5
0:19.756,-8
0:19.758,-10
0:19.760,-8
0:19.762,-10
0:19.764,-9
0:19.766,-6
0:19.768,-6
0:19.770,-3
0:19.772,-3
0:19.774,-3
0:19.776,-3
0:19.778,-4
0:19.780,-8
0:19.782,-8
0:19.784,-7
0:19.786,-4
0:19.788,-4
0:19.790,-3
0:19.792,1
0:19.794,0
0:19.796,-4
0:19.798,-5
0:19.800,-3
0:19.802,-3
0:19.804,1
0:19.806,3
0:19.808,7
0:19.810,8
0:19.812,10
0:19.814,6
0:19.816,5
0:19.818,9
0:19.820,8
0:19.822,7
0:19.824,9
0:19.826,13
0:19.828,16
0:19.830,20
0:19.832,20
0:19.834,17
0:19.836,16
0:19.838,18
0:19.840,19
0:19.842,20
0:19.844,23
0:19.846,25
0:19.848,27
0:19.850,27
0:19.852,31
0:19.854,29
0:19.856,29
0:19.858,28
0:19.860,27
0:19.862,27
0:19.864,30
0:19.866,33
0:19.868,36
0:19.870,35
0:19.872,37
0:19.874,36
0:19.876,34
0:19.878,33
0:19.880,32
0:19.882,31
0:19.884,31
0:19.886,32
0:19.888,33
0:19.890,34
0:19.892,31
0:19.894,26
0:19.896,23
0:19.898,21
0:19.900,17
0:19.902,16
0:19.904,16
0:19.906,16
0:19.908,15
0:19.910,13
0:19.912,10
0:19.914,7
0:19.916,2
0:19.918,0
0:19.920,-3
0:19.922,-5
0:19.924,-2
0:19.926,0
0:19.928,-1
0:19.930,-2
0:19.932,-2
0:19.934,-7
0:19.936,-10
0:19.938,-12
0:19.940,-14
0:19.942,-14
0:19.944,-12
0:19.946,-11
0:19.948,-10
0:19.950,-9
0:19.952,-9
0:19.954,-15
0:19.956,-19
0:19.958,-17
0:19.960,-19
0:19.962,-17
0:19.964,-15
0:19.966,-13
0:19.968,-12
0:19.970,-11
0:19.972,-11
0:19.974,-16
0:19.976,-19
0:19.978,-21
0:19.980,-21
0:19.982,-19
0:19.984,-18
0:19.986,-14
0:19.988,-14
0:19.990,-11
0:19.992,-12
0:19.994,-13
0:19.996,-16
0:19.998,-16
